hamlet,id,ranking_meeting,nhhrank,quota_final,maintreatment,elite_meeting
208,379,27,47,14,Full community,1.0
208,396,44,47,14,Full community,1.0
208,409,9,47,14,Full community,1.0
208,421,6,47,14,Full community,1.0
208,452,38,47,14,Full community,1.0
208,458,3,47,14,Full community,1.0
208,468,29,47,14,Full community,1.0
208,478,30,47,14,Full community,1.0
208,507,1,47,14,Full community,1.0
208,548,41,47,14,Full community,1.0
208,592,17,47,14,Full community,1.0
208,593,11,47,14,Full community,1.0
208,597,2,47,14,Full community,1.0
208,637,42,47,14,Full community,1.0
208,644,10,47,14,Full community,1.0
208,659,5,47,14,Full community,1.0
208,665,22,47,14,Full community,1.0
208,688,28,47,14,Full community,1.0
208,697,8,47,14,Full community,1.0
208,751,24,47,14,Full community,1.0
208,776,21,47,14,Full community,1.0
208,798,36,47,14,Full community,1.0
208,828,26,47,14,Full community,1.0
208,856,14,47,14,Full community,1.0
208,861,7,47,14,Full community,1.0
208,969,47,47,14,Full community,1.0
215,22,11,60,32,Full community,0.0
215,23,23,60,32,Full community,0.0
215,38,12,60,32,Full community,0.0
215,48,31,60,32,Full community,0.0
215,53,22,60,32,Full community,0.0
215,55,25,60,32,Full community,0.0
215,83,9,60,32,Full community,0.0
215,146,32,60,32,Full community,0.0
215,156,43,60,32,Full community,0.0
215,174,49,60,32,Full community,0.0
215,182,14,60,32,Full community,0.0
215,192,34,60,32,Full community,0.0
215,250,56,60,32,Full community,0.0
215,293,52,60,32,Full community,0.0
215,295,33,60,32,Full community,0.0
215,299,2,60,32,Full community,0.0
215,321,35,60,32,Full community,0.0
215,331,51,60,32,Full community,0.0
215,356,27,60,32,Full community,0.0
215,357,37,60,32,Full community,0.0
215,381,6,60,32,Full community,0.0
215,430,26,60,32,Full community,0.0
215,454,24,60,32,Full community,0.0
215,465,44,60,32,Full community,0.0
215,473,45,60,32,Full community,0.0
215,505,13,60,32,Full community,0.0
215,508,7,60,32,Full community,0.0
215,514,8,60,32,Full community,0.0
215,538,50,60,32,Full community,0.0
215,560,57,60,32,Full community,0.0
215,581,29,60,32,Full community,0.0
215,582,48,60,32,Full community,0.0
215,590,4,60,32,Full community,0.0
215,615,58,60,32,Full community,0.0
215,663,53,60,32,Full community,0.0
215,669,30,60,32,Full community,0.0
215,678,10,60,32,Full community,0.0
215,692,47,60,32,Full community,0.0
215,726,19,60,32,Full community,0.0
215,746,28,60,32,Full community,0.0
215,757,18,60,32,Full community,0.0
215,760,55,60,32,Full community,0.0
215,763,59,60,32,Full community,0.0
215,769,17,60,32,Full community,0.0
215,781,21,60,32,Full community,0.0
215,785,46,60,32,Full community,0.0
215,790,41,60,32,Full community,0.0
215,796,20,60,32,Full community,0.0
215,802,42,60,32,Full community,0.0
215,829,54,60,32,Full community,0.0
215,830,3,60,32,Full community,0.0
215,848,60,60,32,Full community,0.0
215,878,1,60,32,Full community,0.0
215,903,36,60,32,Full community,0.0
215,928,16,60,32,Full community,0.0
215,950,15,60,32,Full community,0.0
215,978,39,60,32,Full community,0.0
215,987,38,60,32,Full community,0.0
215,994,40,60,32,Full community,0.0
215,996,5,60,32,Full community,0.0
219,35,7,52,29,Full community,0.0
219,72,38,52,29,Full community,0.0
219,123,29,52,29,Full community,0.0
219,127,20,52,29,Full community,0.0
219,163,14,52,29,Full community,0.0
219,207,25,52,29,Full community,0.0
219,218,39,52,29,Full community,0.0
219,223,3,52,29,Full community,0.0
219,229,46,52,29,Full community,0.0
219,251,19,52,29,Full community,0.0
219,270,47,52,29,Full community,0.0
219,296,12,52,29,Full community,0.0
219,304,43,52,29,Full community,0.0
219,311,16,52,29,Full community,0.0
219,323,45,52,29,Full community,0.0
219,378,15,52,29,Full community,0.0
219,380,52,52,29,Full community,0.0
219,388,22,52,29,Full community,0.0
219,390,51,52,29,Full community,0.0
219,423,2,52,29,Full community,0.0
219,437,1,52,29,Full community,0.0
219,457,10,52,29,Full community,0.0
219,470,28,52,29,Full community,0.0
219,496,13,52,29,Full community,0.0
219,509,30,52,29,Full community,0.0
219,519,11,52,29,Full community,0.0
219,524,21,52,29,Full community,0.0
219,558,18,52,29,Full community,0.0
219,566,50,52,29,Full community,0.0
219,572,37,52,29,Full community,0.0
219,574,17,52,29,Full community,0.0
219,598,23,52,29,Full community,0.0
219,609,48,52,29,Full community,0.0
219,646,36,52,29,Full community,0.0
219,689,41,52,29,Full community,0.0
219,696,8,52,29,Full community,0.0
219,754,35,52,29,Full community,0.0
219,766,31,52,29,Full community,0.0
219,778,9,52,29,Full community,0.0
219,792,27,52,29,Full community,0.0
219,816,5,52,29,Full community,0.0
219,840,34,52,29,Full community,0.0
219,848,44,52,29,Full community,0.0
219,877,24,52,29,Full community,0.0
219,893,26,52,29,Full community,0.0
219,904,32,52,29,Full community,0.0
219,933,42,52,29,Full community,0.0
219,937,6,52,29,Full community,0.0
219,940,49,52,29,Full community,0.0
219,941,40,52,29,Full community,0.0
219,966,33,52,29,Full community,0.0
219,967,4,52,29,Full community,0.0
225,1,13,24,14,Full community,0.0
225,48,20,24,14,Full community,0.0
225,63,14,24,14,Full community,0.0
225,203,16,24,14,Full community,0.0
225,208,6,24,14,Full community,0.0
225,233,4,24,14,Full community,0.0
225,234,8,24,14,Full community,0.0
225,245,18,24,14,Full community,0.0
225,247,9,24,14,Full community,0.0
225,306,24,24,14,Full community,0.0
225,318,17,24,14,Full community,0.0
225,327,23,24,14,Full community,0.0
225,328,22,24,14,Full community,0.0
225,396,5,24,14,Full community,0.0
225,404,19,24,14,Full community,0.0
225,437,21,24,14,Full community,0.0
225,698,3,24,14,Full community,0.0
225,715,10,24,14,Full community,0.0
225,723,12,24,14,Full community,0.0
225,735,7,24,14,Full community,0.0
225,800,1,24,14,Full community,0.0
225,817,15,24,14,Full community,0.0
225,887,2,24,14,Full community,0.0
225,951,11,24,14,Full community,0.0
228,3,39,42,13,Full community,1.0
228,10,32,42,13,Full community,1.0
228,28,24,42,13,Full community,1.0
228,38,34,42,13,Full community,1.0
228,96,9,42,13,Full community,1.0
228,115,7,42,13,Full community,1.0
228,178,20,42,13,Full community,1.0
228,189,17,42,13,Full community,1.0
228,196,18,42,13,Full community,1.0
228,246,16,42,13,Full community,1.0
228,251,40,42,13,Full community,1.0
228,260,29,42,13,Full community,1.0
228,333,6,42,13,Full community,1.0
228,377,15,42,13,Full community,1.0
228,397,30,42,13,Full community,1.0
228,419,35,42,13,Full community,1.0
228,433,36,42,13,Full community,1.0
228,457,10,42,13,Full community,1.0
228,495,42,42,13,Full community,1.0
228,549,22,42,13,Full community,1.0
228,597,12,42,13,Full community,1.0
228,621,23,42,13,Full community,1.0
228,634,25,42,13,Full community,1.0
228,650,38,42,13,Full community,1.0
228,678,41,42,13,Full community,1.0
228,709,37,42,13,Full community,1.0
228,728,4,42,13,Full community,1.0
228,730,26,42,13,Full community,1.0
228,733,5,42,13,Full community,1.0
228,748,14,42,13,Full community,1.0
228,756,8,42,13,Full community,1.0
228,855,33,42,13,Full community,1.0
228,860,11,42,13,Full community,1.0
228,873,2,42,13,Full community,1.0
228,922,3,42,13,Full community,1.0
228,934,13,42,13,Full community,1.0
228,944,19,42,13,Full community,1.0
228,956,31,42,13,Full community,1.0
228,966,27,42,13,Full community,1.0
228,981,21,42,13,Full community,1.0
228,988,1,42,13,Full community,1.0
228,995,28,42,13,Full community,1.0
229,23,45,53,23,Full community,1.0
229,24,46,53,23,Full community,1.0
229,36,19,53,23,Full community,1.0
229,37,20,53,23,Full community,1.0
229,55,14,53,23,Full community,1.0
229,121,24,53,23,Full community,1.0
229,144,50,53,23,Full community,1.0
229,155,2,53,23,Full community,1.0
229,167,11,53,23,Full community,1.0
229,217,27,53,23,Full community,1.0
229,263,22,53,23,Full community,1.0
229,268,15,53,23,Full community,1.0
229,292,44,53,23,Full community,1.0
229,295,7,53,23,Full community,1.0
229,298,43,53,23,Full community,1.0
229,299,3,53,23,Full community,1.0
229,327,5,53,23,Full community,1.0
229,371,53,53,23,Full community,1.0
229,386,10,53,23,Full community,1.0
229,392,48,53,23,Full community,1.0
229,394,40,53,23,Full community,1.0
229,404,25,53,23,Full community,1.0
229,408,31,53,23,Full community,1.0
229,430,42,53,23,Full community,1.0
229,431,28,53,23,Full community,1.0
229,445,30,53,23,Full community,1.0
229,469,41,53,23,Full community,1.0
229,475,13,53,23,Full community,1.0
229,487,37,53,23,Full community,1.0
229,498,8,53,23,Full community,1.0
229,522,29,53,23,Full community,1.0
229,536,36,53,23,Full community,1.0
229,546,23,53,23,Full community,1.0
229,588,35,53,23,Full community,1.0
229,652,32,53,23,Full community,1.0
229,675,4,53,23,Full community,1.0
229,676,21,53,23,Full community,1.0
229,717,34,53,23,Full community,1.0
229,719,26,53,23,Full community,1.0
229,728,47,53,23,Full community,1.0
229,799,33,53,23,Full community,1.0
229,800,1,53,23,Full community,1.0
229,809,52,53,23,Full community,1.0
229,814,12,53,23,Full community,1.0
229,830,38,53,23,Full community,1.0
229,833,16,53,23,Full community,1.0
229,836,9,53,23,Full community,1.0
229,837,6,53,23,Full community,1.0
229,849,18,53,23,Full community,1.0
229,875,17,53,23,Full community,1.0
229,899,39,53,23,Full community,1.0
229,946,51,53,23,Full community,1.0
229,960,49,53,23,Full community,1.0
234,27,47,70,13,Full community,1.0
234,30,41,70,13,Full community,1.0
234,35,49,70,13,Full community,1.0
234,58,5,70,13,Full community,1.0
234,59,11,70,13,Full community,1.0
234,86,8,70,13,Full community,1.0
234,89,28,70,13,Full community,1.0
234,129,29,70,13,Full community,1.0
234,133,44,70,13,Full community,1.0
234,139,4,70,13,Full community,1.0
234,170,40,70,13,Full community,1.0
234,186,55,70,13,Full community,1.0
234,187,1,70,13,Full community,1.0
234,204,56,70,13,Full community,1.0
234,232,12,70,13,Full community,1.0
234,235,7,70,13,Full community,1.0
234,237,69,70,13,Full community,1.0
234,238,14,70,13,Full community,1.0
234,251,51,70,13,Full community,1.0
234,256,50,70,13,Full community,1.0
234,280,31,70,13,Full community,1.0
234,292,27,70,13,Full community,1.0
234,294,21,70,13,Full community,1.0
234,311,67,70,13,Full community,1.0
234,325,33,70,13,Full community,1.0
234,330,64,70,13,Full community,1.0
234,333,57,70,13,Full community,1.0
234,339,52,70,13,Full community,1.0
234,355,38,70,13,Full community,1.0
234,356,66,70,13,Full community,1.0
234,376,62,70,13,Full community,1.0
234,377,30,70,13,Full community,1.0
234,380,25,70,13,Full community,1.0
234,381,36,70,13,Full community,1.0
234,438,3,70,13,Full community,1.0
234,444,48,70,13,Full community,1.0
234,486,32,70,13,Full community,1.0
234,525,45,70,13,Full community,1.0
234,527,65,70,13,Full community,1.0
234,572,34,70,13,Full community,1.0
234,581,59,70,13,Full community,1.0
234,582,13,70,13,Full community,1.0
234,590,22,70,13,Full community,1.0
234,598,60,70,13,Full community,1.0
234,614,2,70,13,Full community,1.0
234,632,17,70,13,Full community,1.0
234,637,68,70,13,Full community,1.0
234,697,39,70,13,Full community,1.0
234,700,46,70,13,Full community,1.0
234,702,20,70,13,Full community,1.0
234,707,61,70,13,Full community,1.0
234,710,16,70,13,Full community,1.0
234,762,35,70,13,Full community,1.0
234,768,15,70,13,Full community,1.0
234,779,18,70,13,Full community,1.0
234,782,42,70,13,Full community,1.0
234,811,19,70,13,Full community,1.0
234,865,9,70,13,Full community,1.0
234,867,10,70,13,Full community,1.0
234,905,53,70,13,Full community,1.0
234,919,70,70,13,Full community,1.0
234,940,24,70,13,Full community,1.0
234,949,58,70,13,Full community,1.0
234,950,63,70,13,Full community,1.0
234,951,26,70,13,Full community,1.0
234,952,43,70,13,Full community,1.0
234,955,54,70,13,Full community,1.0
234,972,23,70,13,Full community,1.0
234,973,6,70,13,Full community,1.0
234,974,37,70,13,Full community,1.0
238,32,37,38,14,Full community,0.0
238,37,6,38,14,Full community,0.0
238,41,25,38,14,Full community,0.0
238,103,23,38,14,Full community,0.0
238,159,13,38,14,Full community,0.0
238,169,2,38,14,Full community,0.0
238,172,30,38,14,Full community,0.0
238,192,28,38,14,Full community,0.0
238,212,19,38,14,Full community,0.0
238,248,16,38,14,Full community,0.0
238,252,29,38,14,Full community,0.0
238,256,27,38,14,Full community,0.0
238,261,5,38,14,Full community,0.0
238,280,35,38,14,Full community,0.0
238,310,1,38,14,Full community,0.0
238,353,11,38,14,Full community,0.0
238,362,7,38,14,Full community,0.0
238,375,36,38,14,Full community,0.0
238,402,31,38,14,Full community,0.0
238,420,21,38,14,Full community,0.0
238,421,26,38,14,Full community,0.0
238,457,20,38,14,Full community,0.0
238,534,22,38,14,Full community,0.0
238,541,38,38,14,Full community,0.0
238,598,17,38,14,Full community,0.0
238,609,14,38,14,Full community,0.0
238,650,33,38,14,Full community,0.0
238,660,9,38,14,Full community,0.0
238,704,12,38,14,Full community,0.0
238,712,8,38,14,Full community,0.0
238,720,15,38,14,Full community,0.0
238,722,32,38,14,Full community,0.0
238,741,10,38,14,Full community,0.0
238,764,24,38,14,Full community,0.0
238,786,18,38,14,Full community,0.0
238,817,4,38,14,Full community,0.0
238,859,34,38,14,Full community,0.0
238,947,3,38,14,Full community,0.0
240,52,4,34,14,Full community,0.0
240,61,17,34,14,Full community,0.0
240,68,34,34,14,Full community,0.0
240,71,15,34,14,Full community,0.0
240,103,7,34,14,Full community,0.0
240,156,19,34,14,Full community,0.0
240,164,1,34,14,Full community,0.0
240,223,12,34,14,Full community,0.0
240,424,29,34,14,Full community,0.0
240,475,20,34,14,Full community,0.0
240,477,31,34,14,Full community,0.0
240,494,11,34,14,Full community,0.0
240,505,8,34,14,Full community,0.0
240,514,16,34,14,Full community,0.0
240,533,3,34,14,Full community,0.0
240,586,27,34,14,Full community,0.0
240,587,26,34,14,Full community,0.0
240,610,30,34,14,Full community,0.0
240,644,10,34,14,Full community,0.0
240,666,33,34,14,Full community,0.0
240,669,5,34,14,Full community,0.0
240,672,2,34,14,Full community,0.0
240,674,24,34,14,Full community,0.0
240,713,13,34,14,Full community,0.0
240,715,18,34,14,Full community,0.0
240,744,22,34,14,Full community,0.0
240,750,23,34,14,Full community,0.0
240,762,14,34,14,Full community,0.0
240,798,6,34,14,Full community,0.0
240,833,28,34,14,Full community,0.0
240,877,32,34,14,Full community,0.0
240,898,21,34,14,Full community,0.0
240,955,25,34,14,Full community,0.0
240,992,9,34,14,Full community,0.0
242,28,6,35,18,Full community,0.0
242,94,12,35,18,Full community,0.0
242,217,8,35,18,Full community,0.0
242,232,23,35,18,Full community,0.0
242,280,19,35,18,Full community,0.0
242,305,35,35,18,Full community,0.0
242,316,5,35,18,Full community,0.0
242,347,11,35,18,Full community,0.0
242,359,25,35,18,Full community,0.0
242,489,26,35,18,Full community,0.0
242,496,21,35,18,Full community,0.0
242,547,27,35,18,Full community,0.0
242,553,24,35,18,Full community,0.0
242,574,22,35,18,Full community,0.0
242,603,14,35,18,Full community,0.0
242,634,28,35,18,Full community,0.0
242,645,3,35,18,Full community,0.0
242,688,10,35,18,Full community,0.0
242,691,15,35,18,Full community,0.0
242,708,33,35,18,Full community,0.0
242,723,16,35,18,Full community,0.0
242,733,4,35,18,Full community,0.0
242,734,29,35,18,Full community,0.0
242,736,34,35,18,Full community,0.0
242,779,1,35,18,Full community,0.0
242,848,2,35,18,Full community,0.0
242,860,7,35,18,Full community,0.0
242,869,31,35,18,Full community,0.0
242,876,30,35,18,Full community,0.0
242,911,13,35,18,Full community,0.0
242,917,32,35,18,Full community,0.0
242,954,20,35,18,Full community,0.0
242,971,18,35,18,Full community,0.0
242,975,17,35,18,Full community,0.0
242,978,9,35,18,Full community,0.0
245,51,16,17,6,Full community,1.0
245,237,15,17,6,Full community,1.0
245,246,8,17,6,Full community,1.0
245,305,2,17,6,Full community,1.0
245,381,4,17,6,Full community,1.0
245,449,3,17,6,Full community,1.0
245,458,10,17,6,Full community,1.0
245,559,9,17,6,Full community,1.0
245,578,14,17,6,Full community,1.0
245,633,1,17,6,Full community,1.0
245,638,6,17,6,Full community,1.0
245,641,11,17,6,Full community,1.0
245,706,12,17,6,Full community,1.0
245,756,13,17,6,Full community,1.0
245,786,17,17,6,Full community,1.0
245,845,7,17,6,Full community,1.0
245,971,5,17,6,Full community,1.0
248,1,15,51,6,Full community,0.0
248,75,6,51,6,Full community,0.0
248,109,51,51,6,Full community,0.0
248,110,40,51,6,Full community,0.0
248,141,17,51,6,Full community,0.0
248,159,13,51,6,Full community,0.0
248,161,16,51,6,Full community,0.0
248,174,45,51,6,Full community,0.0
248,175,7,51,6,Full community,0.0
248,185,46,51,6,Full community,0.0
248,225,23,51,6,Full community,0.0
248,230,30,51,6,Full community,0.0
248,253,1,51,6,Full community,0.0
248,254,25,51,6,Full community,0.0
248,265,10,51,6,Full community,0.0
248,290,31,51,6,Full community,0.0
248,329,14,51,6,Full community,0.0
248,331,44,51,6,Full community,0.0
248,366,37,51,6,Full community,0.0
248,385,26,51,6,Full community,0.0
248,407,32,51,6,Full community,0.0
248,413,38,51,6,Full community,0.0
248,417,24,51,6,Full community,0.0
248,422,11,51,6,Full community,0.0
248,424,39,51,6,Full community,0.0
248,426,41,51,6,Full community,0.0
248,474,2,51,6,Full community,0.0
248,503,3,51,6,Full community,0.0
248,520,43,51,6,Full community,0.0
248,530,36,51,6,Full community,0.0
248,540,48,51,6,Full community,0.0
248,638,28,51,6,Full community,0.0
248,661,34,51,6,Full community,0.0
248,685,4,51,6,Full community,0.0
248,694,9,51,6,Full community,0.0
248,700,42,51,6,Full community,0.0
248,721,12,51,6,Full community,0.0
248,728,18,51,6,Full community,0.0
248,737,5,51,6,Full community,0.0
248,770,49,51,6,Full community,0.0
248,782,29,51,6,Full community,0.0
248,790,22,51,6,Full community,0.0
248,860,35,51,6,Full community,0.0
248,926,19,51,6,Full community,0.0
248,946,50,51,6,Full community,0.0
248,953,21,51,6,Full community,0.0
248,955,33,51,6,Full community,0.0
248,960,27,51,6,Full community,0.0
248,984,47,51,6,Full community,0.0
248,995,20,51,6,Full community,0.0
248,996,8,51,6,Full community,0.0
249,18,28,51,17,Full community,1.0
249,23,21,51,17,Full community,1.0
249,35,45,51,17,Full community,1.0
249,38,27,51,17,Full community,1.0
249,47,35,51,17,Full community,1.0
249,51,26,51,17,Full community,1.0
249,57,33,51,17,Full community,1.0
249,61,20,51,17,Full community,1.0
249,75,5,51,17,Full community,1.0
249,115,7,51,17,Full community,1.0
249,208,11,51,17,Full community,1.0
249,212,36,51,17,Full community,1.0
249,221,38,51,17,Full community,1.0
249,223,23,51,17,Full community,1.0
249,228,2,51,17,Full community,1.0
249,229,6,51,17,Full community,1.0
249,232,4,51,17,Full community,1.0
249,234,34,51,17,Full community,1.0
249,261,22,51,17,Full community,1.0
249,290,39,51,17,Full community,1.0
249,322,24,51,17,Full community,1.0
249,399,25,51,17,Full community,1.0
249,429,19,51,17,Full community,1.0
249,470,40,51,17,Full community,1.0
249,484,12,51,17,Full community,1.0
249,505,10,51,17,Full community,1.0
249,510,48,51,17,Full community,1.0
249,526,46,51,17,Full community,1.0
249,538,32,51,17,Full community,1.0
249,540,44,51,17,Full community,1.0
249,563,16,51,17,Full community,1.0
249,571,41,51,17,Full community,1.0
249,597,3,51,17,Full community,1.0
249,616,42,51,17,Full community,1.0
249,647,8,51,17,Full community,1.0
249,683,17,51,17,Full community,1.0
249,691,9,51,17,Full community,1.0
249,742,43,51,17,Full community,1.0
249,749,47,51,17,Full community,1.0
249,754,1,51,17,Full community,1.0
249,771,37,51,17,Full community,1.0
249,781,31,51,17,Full community,1.0
249,844,14,51,17,Full community,1.0
249,900,15,51,17,Full community,1.0
249,909,18,51,17,Full community,1.0
249,933,29,51,17,Full community,1.0
249,950,50,51,17,Full community,1.0
249,955,51,51,17,Full community,1.0
249,963,30,51,17,Full community,1.0
249,985,49,51,17,Full community,1.0
249,996,13,51,17,Full community,1.0
253,11,23,77,12,Full community,0.0
253,21,66,77,12,Full community,0.0
253,23,13,77,12,Full community,0.0
253,25,36,77,12,Full community,0.0
253,32,15,77,12,Full community,0.0
253,35,39,77,12,Full community,0.0
253,118,22,77,12,Full community,0.0
253,119,43,77,12,Full community,0.0
253,150,40,77,12,Full community,0.0
253,164,38,77,12,Full community,0.0
253,173,16,77,12,Full community,0.0
253,189,18,77,12,Full community,0.0
253,196,12,77,12,Full community,0.0
253,202,49,77,12,Full community,0.0
253,209,73,77,12,Full community,0.0
253,221,35,77,12,Full community,0.0
253,230,34,77,12,Full community,0.0
253,255,3,77,12,Full community,0.0
253,274,45,77,12,Full community,0.0
253,292,11,77,12,Full community,0.0
253,307,37,77,12,Full community,0.0
253,335,17,77,12,Full community,0.0
253,353,61,77,12,Full community,0.0
253,359,25,77,12,Full community,0.0
253,371,33,77,12,Full community,0.0
253,374,71,77,12,Full community,0.0
253,387,41,77,12,Full community,0.0
253,399,44,77,12,Full community,0.0
253,439,1,77,12,Full community,0.0
253,445,59,77,12,Full community,0.0
253,449,26,77,12,Full community,0.0
253,452,19,77,12,Full community,0.0
253,457,52,77,12,Full community,0.0
253,491,53,77,12,Full community,0.0
253,499,48,77,12,Full community,0.0
253,539,14,77,12,Full community,0.0
253,564,4,77,12,Full community,0.0
253,573,42,77,12,Full community,0.0
253,583,27,77,12,Full community,0.0
253,621,47,77,12,Full community,0.0
253,626,63,77,12,Full community,0.0
253,628,10,77,12,Full community,0.0
253,631,57,77,12,Full community,0.0
253,636,46,77,12,Full community,0.0
253,654,24,77,12,Full community,0.0
253,672,62,77,12,Full community,0.0
253,690,56,77,12,Full community,0.0
253,699,51,77,12,Full community,0.0
253,702,7,77,12,Full community,0.0
253,711,72,77,12,Full community,0.0
253,712,76,77,12,Full community,0.0
253,740,75,77,12,Full community,0.0
253,746,77,77,12,Full community,0.0
253,754,54,77,12,Full community,0.0
253,767,67,77,12,Full community,0.0
253,812,20,77,12,Full community,0.0
253,824,50,77,12,Full community,0.0
253,829,58,77,12,Full community,0.0
253,836,32,77,12,Full community,0.0
253,840,29,77,12,Full community,0.0
253,848,60,77,12,Full community,0.0
253,849,65,77,12,Full community,0.0
253,857,28,77,12,Full community,0.0
253,889,55,77,12,Full community,0.0
253,891,5,77,12,Full community,0.0
253,917,68,77,12,Full community,0.0
253,924,31,77,12,Full community,0.0
253,926,2,77,12,Full community,0.0
253,933,64,77,12,Full community,0.0
253,940,69,77,12,Full community,0.0
253,947,21,77,12,Full community,0.0
253,975,70,77,12,Full community,0.0
253,980,8,77,12,Full community,0.0
253,984,9,77,12,Full community,0.0
253,988,6,77,12,Full community,0.0
253,990,74,77,12,Full community,0.0
253,998,30,77,12,Full community,0.0
259,26,23,28,17,Full community,0.0
259,32,10,28,17,Full community,0.0
259,67,26,28,17,Full community,0.0
259,120,8,28,17,Full community,0.0
259,147,7,28,17,Full community,0.0
259,259,5,28,17,Full community,0.0
259,327,28,28,17,Full community,0.0
259,349,1,28,17,Full community,0.0
259,358,25,28,17,Full community,0.0
259,387,15,28,17,Full community,0.0
259,388,21,28,17,Full community,0.0
259,505,3,28,17,Full community,0.0
259,530,13,28,17,Full community,0.0
259,601,14,28,17,Full community,0.0
259,610,24,28,17,Full community,0.0
259,624,19,28,17,Full community,0.0
259,657,27,28,17,Full community,0.0
259,684,4,28,17,Full community,0.0
259,693,20,28,17,Full community,0.0
259,707,6,28,17,Full community,0.0
259,726,12,28,17,Full community,0.0
259,738,17,28,17,Full community,0.0
259,739,2,28,17,Full community,0.0
259,770,16,28,17,Full community,0.0
259,784,18,28,17,Full community,0.0
259,883,11,28,17,Full community,0.0
259,909,22,28,17,Full community,0.0
259,988,9,28,17,Full community,0.0
261,47,13,38,26,Full community,0.0
261,67,28,38,26,Full community,0.0
261,81,22,38,26,Full community,0.0
261,112,29,38,26,Full community,0.0
261,150,17,38,26,Full community,0.0
261,205,24,38,26,Full community,0.0
261,222,18,38,26,Full community,0.0
261,267,33,38,26,Full community,0.0
261,300,15,38,26,Full community,0.0
261,304,5,38,26,Full community,0.0
261,335,10,38,26,Full community,0.0
261,339,31,38,26,Full community,0.0
261,351,25,38,26,Full community,0.0
261,358,1,38,26,Full community,0.0
261,366,6,38,26,Full community,0.0
261,371,27,38,26,Full community,0.0
261,432,32,38,26,Full community,0.0
261,446,30,38,26,Full community,0.0
261,478,8,38,26,Full community,0.0
261,506,14,38,26,Full community,0.0
261,596,9,38,26,Full community,0.0
261,602,19,38,26,Full community,0.0
261,603,20,38,26,Full community,0.0
261,615,12,38,26,Full community,0.0
261,645,38,38,26,Full community,0.0
261,647,3,38,26,Full community,0.0
261,754,11,38,26,Full community,0.0
261,783,26,38,26,Full community,0.0
261,813,34,38,26,Full community,0.0
261,815,37,38,26,Full community,0.0
261,822,7,38,26,Full community,0.0
261,850,23,38,26,Full community,0.0
261,858,21,38,26,Full community,0.0
261,869,16,38,26,Full community,0.0
261,871,2,38,26,Full community,0.0
261,895,4,38,26,Full community,0.0
261,981,36,38,26,Full community,0.0
261,989,35,38,26,Full community,0.0
264,47,29,52,25,Full community,1.0
264,63,37,52,25,Full community,1.0
264,80,36,52,25,Full community,1.0
264,90,25,52,25,Full community,1.0
264,93,12,52,25,Full community,1.0
264,138,13,52,25,Full community,1.0
264,162,14,52,25,Full community,1.0
264,179,5,52,25,Full community,1.0
264,188,6,52,25,Full community,1.0
264,192,30,52,25,Full community,1.0
264,210,8,52,25,Full community,1.0
264,214,19,52,25,Full community,1.0
264,222,22,52,25,Full community,1.0
264,230,2,52,25,Full community,1.0
264,243,7,52,25,Full community,1.0
264,249,33,52,25,Full community,1.0
264,299,49,52,25,Full community,1.0
264,327,17,52,25,Full community,1.0
264,345,35,52,25,Full community,1.0
264,352,4,52,25,Full community,1.0
264,367,1,52,25,Full community,1.0
264,385,11,52,25,Full community,1.0
264,413,26,52,25,Full community,1.0
264,415,31,52,25,Full community,1.0
264,417,50,52,25,Full community,1.0
264,460,27,52,25,Full community,1.0
264,477,34,52,25,Full community,1.0
264,489,45,52,25,Full community,1.0
264,507,39,52,25,Full community,1.0
264,518,9,52,25,Full community,1.0
264,524,28,52,25,Full community,1.0
264,548,16,52,25,Full community,1.0
264,554,18,52,25,Full community,1.0
264,597,20,52,25,Full community,1.0
264,604,3,52,25,Full community,1.0
264,630,40,52,25,Full community,1.0
264,665,32,52,25,Full community,1.0
264,667,24,52,25,Full community,1.0
264,669,21,52,25,Full community,1.0
264,674,10,52,25,Full community,1.0
264,716,41,52,25,Full community,1.0
264,766,48,52,25,Full community,1.0
264,767,38,52,25,Full community,1.0
264,789,15,52,25,Full community,1.0
264,803,47,52,25,Full community,1.0
264,808,23,52,25,Full community,1.0
264,903,44,52,25,Full community,1.0
264,944,52,52,25,Full community,1.0
264,945,42,52,25,Full community,1.0
264,977,43,52,25,Full community,1.0
264,983,46,52,25,Full community,1.0
264,996,51,52,25,Full community,1.0
265,15,52,58,34,Full community,1.0
265,20,17,58,34,Full community,1.0
265,41,41,58,34,Full community,1.0
265,73,3,58,34,Full community,1.0
265,88,23,58,34,Full community,1.0
265,101,18,58,34,Full community,1.0
265,121,15,58,34,Full community,1.0
265,134,5,58,34,Full community,1.0
265,157,26,58,34,Full community,1.0
265,184,13,58,34,Full community,1.0
265,189,29,58,34,Full community,1.0
265,211,20,58,34,Full community,1.0
265,221,49,58,34,Full community,1.0
265,227,22,58,34,Full community,1.0
265,245,50,58,34,Full community,1.0
265,278,58,58,34,Full community,1.0
265,281,8,58,34,Full community,1.0
265,320,14,58,34,Full community,1.0
265,323,34,58,34,Full community,1.0
265,360,42,58,34,Full community,1.0
265,373,32,58,34,Full community,1.0
265,413,53,58,34,Full community,1.0
265,419,11,58,34,Full community,1.0
265,425,35,58,34,Full community,1.0
265,431,25,58,34,Full community,1.0
265,525,24,58,34,Full community,1.0
265,575,57,58,34,Full community,1.0
